,Portfolio Manager Meter ID,Meter Consumption ID,,
102,31548254,2602744579,,
103,31548254,2602822591,,
104,31548254,2602975710,,
105,31548254,2641799081,,
106,31548254,2701910317,,
107,31548254,2790470177,,
108,31548254,2849140875,,
109,31548254,2939492150,,
110,31548254,3077563602,,
111,31548254,3113803734,,
112,31548254,3187400522,,
113,31548254,3289354971,,
114,31548254,3363311882,,
115,31548254,3428271298,,
116,31548254,3697877771,,
117,31548254,3697877772,,
118,31548254,3697944483,,
119,31548254,3890577593,,
120,31548254,4608728136,,
121,31548254,4608832023,,
122,31548254,4609083654,,
123,31548254,4609111055,,
124,31548254,4610702994,,
125,31548254,4611133479,,
126,31548254,4611317694,,
127,31548254,4611561426,,
128,31548254,4611558511,,
129,31548254,4611730840,,
130,31548254,4622121606,,
131,49324439,2457926467,,
132,49324439,2458139560,,
133,49324439,2458148000,,
134,49324439,2458155704,,
135,49324439,2464653407,,
136,49324439,2465381512,,
137,49324439,2465381609,,
138,49324439,2465397691,,
139,49324439,2465456718,,
140,49324439,2465542300,,
141,49324439,2465771770,,
142,49324439,2465798170,,
143,49324439,2465826384,,
144,49324439,2465837784,,
145,49324439,2466047294,,
146,49324439,2467086585,,
147,49324439,2547736997,,
148,49324439,2602766944,,
149,49324439,2602840132,,
150,49324439,2602989399,,
151,49324439,2662474043,,
152,49324439,2742649286,,
153,49324439,2938118065,,
154,49324439,3077567305,,
155,49324439,3077648600,,
156,49324439,3113804615,,
157,49324439,3187404798,,
158,49324439,3289408298,,
159,49324439,3363398999,,
160,49324439,3428288338,,
161,49324439,3697949251,,
162,49324439,4608736133,,
163,49324439,4608841154,,
164,49324439,4609085539,,
165,49324439,4609113608,,
166,49324439,4610716064,,
167,49324439,4611158161,,
168,49324439,4611262327,,
169,49324439,4611450129,,
170,49324439,4611573305,,
171,49324439,4611765265,,
172,49324439,4622125136,,
173,49327760,2458142777,,
174,49327760,2458143282,,
175,49327760,2458148021,,
176,49327760,2458155689,,
177,49327760,2464653405,,
178,49327760,2465381043,,
179,49327760,2465381088,,
180,49327760,2465397841,,
181,49327760,2465456548,,
182,49327760,2465531120,,
183,49327760,2465541169,,
184,49327760,2465549602,,
185,49327760,2465557367,,
186,49327760,2465680874,,
187,49327760,2465687232,,
188,49327760,2465772403,,
189,49327760,2465801872,,
190,49327760,2465825936,,
191,49327760,2465837798,,
192,49327760,2466046809,,
193,49327760,2467087317,,
194,49327760,2547740035,,
195,49327760,2602770249,,
196,49327760,2602842576,,
197,49327760,2602991797,,
198,49327760,2742663099,,
199,49327760,2801033853,,
200,49327760,2894153991,,
201,49327760,3077568202,,
202,49327760,3077661605,,
203,49327760,3187405922,,
204,49327760,3289408555,,
205,49327760,3363399028,,
206,49327760,3428290395,,
207,49327760,3697901114,,
208,49327760,3697949700,,
209,49327760,3890603129,,
210,49327760,4608744852,,
211,49327760,4608841538,,
212,49327760,4609085821,,
213,49327760,4609114591,,
214,49327760,4610718199,,
215,49327760,4611164979,,
216,49327760,4611264503,,
217,49327760,4611452198,,
218,49327760,4611586507,,
219,49327760,4611767768,,
220,49327760,4622125645,,
221,49324969,2457982735,,
222,49324969,2458114948,,
223,49324969,2458148683,,
224,49324969,2458155153,,
225,49324969,2464653350,,
226,49324969,2465374727,,
227,49324969,2465374810,,
228,49324969,2465399243,,
229,49324969,2465453035,,
230,49324969,2465528347,,
231,49324969,2465539245,,
232,49324969,2465549422,,
233,49324969,2465556215,,
234,49324969,2465680722,,
235,49324969,2465684701,,
236,49324969,2465773397,,
237,49324969,2465806599,,
238,49324969,2465835781,,
239,49324969,2465837899,,
240,49324969,2465999399,,
241,49324969,2467087564,,
242,49324969,2547743167,,
243,49324969,2602778588,,
244,49324969,2602853644,,
245,49324969,2602997490,,
246,49324969,2662486980,,
247,49324969,2742679357,,
248,49324969,2801034716,,
249,49324969,2894155317,,
250,49324969,3077570147,,
251,49324969,3077685313,,
252,49324969,3113805652,,
253,49324969,3187408905,,
254,49324969,3289409988,,
255,49324969,3363400016,,
256,49324969,3428297089,,
257,49324969,3697905206,,
258,49324969,3697987157,,
259,49324969,3890641526,,
260,49324969,4608750744,,
261,49324969,4608844495,,
262,49324969,4609088513,,
263,49324969,4609118010,,
264,49324969,4610722700,,
265,49324969,4611174059,,
266,49324969,4611274826,,
267,49324969,4611500301,,
268,49324969,4611596264,,
269,49324969,4611778311,,
270,49324969,4622127441,,
271,49325200,2458004091,,
272,49325200,2458122837,,
273,49325200,2458149766,,
274,49325200,2458154945,,
275,49325200,2464653308,,
276,49325200,2464664447,,
277,49325200,2465435193,,
278,49325200,2465435371,,
279,49325200,2465450973,,
280,49325200,2465486528,,
281,49325200,2465539058,,
282,49325200,2465548631,,
283,49325200,2465555245,,
284,49325200,2465680237,,
285,49325200,2465683767,,
286,49325200,2465774489,,
287,49325200,2465808968,,
288,49325200,2465836567,,
289,49325200,2465838338,,
290,49325200,2465917332,,
291,49325200,2467088699,,
292,49325200,2547745608,,
293,49325200,2602785609,,
294,49325200,2602935479,,
295,49325200,2603002569,,
296,49325200,2662495752,,
297,49325200,2742690399,,
298,49325200,2801036320,,
299,49325200,2894155494,,
300,49325200,3077571259,,
301,49325200,3077694453,,
302,49325200,3113806617,,
303,49325200,3187411692,,
304,49325200,3289413431,,
305,49325200,3363405505,,
306,49325200,3428311497,,
307,49325200,3697905919,,
308,49325200,3697988971,,
309,49325200,3890648533,,
310,49325200,4608763741,,
311,49325200,4608847120,,
312,49325200,4609091524,,
313,49325200,4609142490,,
314,49325200,4610726836,,
315,49325200,4611180668,,
316,49325200,4611277254,,
317,49325200,4611504747,,
318,49325200,4611609333,,
319,49325200,4611783565,,
320,49325200,4622129576,,
321,97503345,4608857463,,
322,97503345,4609099796,,
323,97503345,4610752976,,
324,97503345,4610751952,,
325,97503345,4611213204,,
326,97503345,4611287295,,
327,97503345,4611515599,,
328,97503345,4611637803,,
329,97503345,4611804005,,
330,97503345,4622139749,,
331,92050612,4396736665,,
332,92050612,4396736666,,
333,92050612,4396736667,,
334,92050612,4396736668,,
335,92050612,4396736669,,
336,92050612,4396736670,,
337,92050612,4396736671,,
338,92050612,4396736672,,
339,92050612,4396736673,,
340,92050612,4396736674,,
341,92050612,4396736675,,
342,92050612,4396736676,,
343,92050612,4396736677,,
344,92050612,4396736678,,
345,92050612,4396736679,,
346,49326153,2467443879,,
347,49326153,2467444154,,
348,49326153,2467444289,,
349,49326153,2467444291,,
350,49326153,2467444293,,
351,49326153,2467444321,,
352,49326153,2482571885,,
353,49326153,2482736867,,
354,49326153,2482741679,,
355,49326153,2482741680,,
356,49326153,2467444324,,
357,49326153,2467444357,,
358,49326153,2467444364,,
359,49326153,2467444369,,
360,49326153,2467444741,,
361,49326153,2467444760,,
362,49326153,2467444802,,
363,49326153,2467444810,,
364,49326153,2467444399,,
365,49326153,2467444826,,
366,49326153,2467444834,,
367,49326153,2467444845,,
368,49326153,2467444856,,
369,49326153,2467444860,,
370,49326153,2482567581,,
371,49326153,2482567746,,
372,49326153,2482569373,,
373,49326153,2482569374,,
374,49326153,2482569375,,
375,49326153,2482569931,,
376,49326153,2482570453,,
377,49326153,2482570623,,
378,49326153,3268034491,,
379,49326153,3268034492,,
380,49326153,3268034493,,
381,49326153,3268034494,,
382,49326153,3268034495,,
383,49326153,3268034496,,
384,49326153,3268034497,,
385,49326153,3268034500,,
386,49326153,3268034498,,
387,49326153,3268034499,,
388,31548250,1449643415,,
389,31548250,1449643416,,
390,31548250,1449643417,,
391,31548250,1449643418,,
392,31548250,1449643419,,
393,31548250,1449643420,,
394,31548250,1449643421,,
395,31548250,1449643422,,
396,31548250,1449643423,,
397,31548250,1449643424,,
398,31548250,1449643425,,
399,31548250,1449643426,,
400,31548250,1457368849,,
401,31548250,1457368850,,
402,31548250,1457368851,,
403,31548250,1457368852,,
404,31548250,1457368853,,
405,31548250,1457368854,,
406,31548250,1457368855,,
407,31548250,1457368856,,
408,31548250,1457368857,,
409,31548250,1457368858,,
410,31548250,1457368859,,
411,31548250,1457368860,,
412,31548250,1457368861,,
413,31548250,1457368862,,
414,31548250,1457368863,,
415,31548250,1457368864,,
416,31548250,1457368865,,
417,31548250,1457368866,,
418,31548250,1457368867,,
419,31548250,1457368868,,
420,31548250,1457368869,,
421,31548250,1457368870,,
422,31548250,1457368871,,
423,31548250,1457368872,,
424,31548250,1457441181,,
425,31548250,1457441182,,
426,31548250,1457441183,,
427,31548250,1457441184,,
428,31548250,1457441185,,
429,31548250,1457441186,,
430,31548250,1457441187,,
431,31548250,1457441188,,
432,31548250,1457441189,,
433,31548250,1457441190,,
434,31548250,1457441191,,
435,31548250,1457441192,,
436,31548250,1457441193,,
437,31548250,1457441194,,
438,31548250,1457441195,,
439,31548250,1457441196,,
440,31548250,1457441197,,
441,31548250,1457441198,,
442,31548250,1457441199,,
443,31548250,1457441200,,
444,31548250,1457441201,,
445,31548250,1457441202,,
446,31548250,1457441203,,
447,31548250,1457441204,,
448,31548250,1703780679,,
449,31548250,1703780680,,
450,31548250,1703780681,,
451,31548250,1703780682,,
452,31548250,1703780683,,
453,31548250,1703780684,,
454,31548250,1703780685,,
455,31548250,1703780686,,
456,31548250,1703780687,,
457,31548250,1703780688,,
458,31548250,1703780689,,
459,31548250,1703780690,,
460,31548250,4246737694,,
461,31548250,2388893796,,
462,31548250,2388893795,,
463,31548250,2388893794,,
464,31548250,2388892054,,
465,31548250,2388890735,,
466,31548250,2388889693,,
467,31548250,2388888539,,
468,31548250,2388886587,,
469,31548250,2388886562,,
470,31548250,2388886483,,
471,31548250,2388886366,,
472,31548250,2388885887,,
473,31548250,2388885173,,
474,31548250,2388885135,,
475,31548250,2388884921,,
476,31548250,2388883995,,
477,31548250,2388883535,,
478,31548250,2388883154,,
479,31548250,2388879251,,
480,31548250,2388878922,,
481,31548250,2388878782,,
482,31548250,2465836756,,
483,31548250,2465843121,,
484,31548250,2467085327,,
485,31548250,2547719989,,
486,31548250,2602738839,,
487,31548250,2602819798,,
488,31548250,2602972285,,
489,31548250,2662451939,,
490,31548250,2742572969,,
491,31548250,2801020411,,
492,31548250,2894106116,,
493,31548250,3077540500,,
494,31548250,3077559079,,
495,31548250,3113803609,,
496,31548250,3187388518,,
497,31548250,3289354342,,
498,31548250,3363307514,,
499,31548250,3428266501,,
500,31548250,3697805154,,
501,31548250,3697941259,,
502,31548250,3890577082,,
503,31548250,4608727024,,
504,31548250,4608828655,,
505,31548250,4609083085,,
506,31548250,4609109322,,
507,31548250,4610697961,,
508,31548250,4611127627,,
509,31548250,4611250131,,
510,31548250,4611407091,,
511,31548250,4611548088,,
512,31548250,4611729473,,
513,31548250,4622120677,,
514,49325021,2457988231,,
515,49325021,2458117360,,
516,49325021,2458149274,,
517,49325021,2458155084,,
518,49325021,2464653336,,
519,49325021,2465361770,,
520,49325021,2465361817,,
521,49325021,2465402054,,
522,49325021,2465451150,,
523,49325021,2465528123,,
524,49325021,2465539188,,
525,49325021,2465549300,,
526,49325021,2465555430,,
527,49325021,2465680700,,
528,49325021,2465685094,,
529,49325021,2465773529,,
530,49325021,2465778365,,
531,49325021,2465816512,,
532,49325021,2465838051,,
533,49325021,2465920803,,
534,49325021,2467087859,,
535,49325021,2547743799,,
536,49325021,2602782038,,
537,49325021,2602855343,,
538,49325021,2602998786,,
539,49325021,2662489323,,
540,49325021,2742684019,,
541,49325021,2801035511,,
542,49325021,2894155333,,
543,49325021,3077570619,,
544,49325021,3077686183,,
545,49325021,3113806285,,
546,49325021,3187409737,,
547,49325021,3289411186,,
548,49325021,3363401356,,
549,49325021,3428302026,,
550,49325021,3697905521,,
551,49325021,3697988043,,
552,49325021,3890641749,,
553,49325021,4608750909,,
554,49325021,4608846270,,
555,49325021,4609089320,,
556,49325021,4609137979,,
557,49325021,4611780502,,
558,49325021,4622127970,,
559,49325117,2457995461,,
560,49325117,2458121206,,
561,49325117,2458149617,,
562,49325117,2458155016,,
563,49325117,2464653319,,
564,49325117,2464665309,,
565,49325117,2464665649,,
566,49325117,2465431996,,
567,49325117,2465451107,,
568,49325117,2465528057,,
569,49325117,2465539130,,
570,49325117,2465549128,,
571,49325117,2465555417,,
572,49325117,2465680676,,
573,49325117,2465683882,,
574,49325117,2465773871,,
575,49325117,2465779359,,
576,49325117,2465836479,,
577,49325117,2465838326,,
578,49325117,2465919624,,
579,49325117,2467088060,,
580,49325117,2547744467,,
581,49325117,2602784459,,
582,49325117,2602934274,,
583,49325117,2603000801,,
584,49325117,2662493566,,
585,49325117,2742688099,,
586,49325117,2801035562,,
587,49325117,2894155374,,
588,49325117,3077571036,,
589,49325117,3077688823,,
590,49325117,3113806530,,
591,49325117,3187410564,,
592,49325117,3428306385,,
593,49325117,3697905713,,
594,49325117,3697988678,,
595,49325117,3890648102,,
596,49325117,4608756099,,
597,49325117,4608846389,,
598,49325117,4609089871,,
599,49325117,4609140493,,
600,49325117,4610726162,,
601,49325117,4611177951,,
602,49325117,4611276071,,
603,49325117,4611502799,,
604,49325117,4611605987,,
605,49325117,4611781809,,
606,49325117,4622129077,,
607,49325377,2458016718,,
608,49325377,2458127031,,
609,49325377,2458149807,,
610,49325377,2458153977,,
611,49325377,2464652684,,
612,49325377,2464664122,,
613,49325377,2464664446,,
614,49325377,2465436810,,
615,49325377,2465450936,,
616,49325377,2465484322,,
617,49325377,2465538786,,
618,49325377,2465547500,,
619,49325377,2465554754,,
620,49325377,2465680174,,
621,49325377,2465683733,,
622,49325377,2465775804,,
623,49325377,2465779583,,
624,49325377,2465836573,,
625,49325377,2465838583,,
626,49325377,2465915228,,
627,49325377,2467088786,,
628,49325377,2547747270,,
629,49325377,2602788411,,
630,49325377,2602937343,,
631,49325377,2603004303,,
632,49325377,2662499400,,
633,49325377,2742693350,,
634,49325377,2801036722,,
635,49325377,2894155570,,
636,49325377,3077571929,,
637,49325377,3077701263,,
638,49325377,3113806777,,
639,49325377,3187411900,,
640,49325377,3289413735,,
641,49325377,3363407551,,
642,49325377,3428312791,,
643,49325377,3697908038,,
644,49325377,3697989207,,
645,49325377,3890648627,,
646,49325377,4608765793,,
647,49325377,4608847330,,
648,49325377,4609093075,,
649,49325377,4609143121,,
650,49325377,4610727928,,
651,49325377,4611183830,,
652,49325377,4611278828,,
653,49325377,4611506170,,
654,49325377,4611614468,,
655,49325377,4611789225,,
656,49325377,4622131100,,
657,49440466,2464661930,,
658,49440466,2465439331,,
659,49440466,2465450889,,
660,49440466,2465483875,,
661,49440466,2465537770,,
662,49440466,2465547070,,
663,49440466,2465554730,,
664,49440466,2465680134,,
665,49440466,2465683474,,
666,49440466,2465776053,,
667,49440466,2465779597,,
668,49440466,2465818712,,
669,49440466,2465839225,,
670,49440466,2465912092,,
671,49440466,2467088913,,
672,49440466,2547748503,,
673,49440466,2602791273,,
674,49440466,2602938896,,
675,49440466,2603006771,,
676,49440466,2662502775,,
677,49440466,2742695923,,
678,49440466,2801037050,,
679,49440466,2894155624,,
680,49440466,3077573992,,
681,49440466,3077705748,,
682,49440466,3113807661,,
683,49440466,3187412206,,
684,49440466,3289414106,,
685,49440466,3363407786,,
686,49440466,3428314990,,
687,49440466,3697908346,,
688,49440466,3697989861,,
689,49440466,3890649554,,
690,49440466,4608766524,,
691,49440466,4608847569,,
692,49440466,4609094041,,
693,49440466,4609143136,,
694,49440466,4610729798,,
695,49440466,4611185507,,
696,49440466,4611279880,,
697,49440466,4611509162,,
698,49440466,4611619486,,
699,49440466,4611792440,,
700,49440466,4622134854,,
701,49450360,2465470012,,
702,49450360,2465536892,,
703,49450360,2465544704,,
704,49450360,2465551400,,
705,49450360,2465680090,,
706,49450360,2465683057,,
707,49450360,2465776091,,
708,49450360,2465779629,,
709,49450360,2465820907,,
710,49450360,2465839770,,
711,49450360,2465909440,,
712,49450360,2467090539,,
713,49450360,2547754050,,
714,49450360,2602805955,,
715,49450360,2602945360,,
716,49450360,2603012465,,
717,49450360,2662505792,,
718,49450360,2742704876,,
719,49450360,2801037324,,
720,49450360,2894156693,,
721,49450360,3077601865,,
722,49450360,3077708661,,
723,49450360,3113808168,,
724,49450360,3187419975,,
725,49450360,3289417679,,
726,49450360,3363441300,,
727,49450360,3428318047,,
728,49450360,3697910470,,
729,49450360,3697991987,,
730,49450360,3890651752,,
731,49450360,4608778188,,
732,49450360,4608849305,,
733,49450360,4609099349,,
734,49450360,4609144169,,
735,49450360,4610743648,,
736,49450360,4611211129,,
737,49450360,4611286243,,
738,49450360,4611508296,,
739,49450360,4611629018,,
740,49450360,4611801771,,
741,49450360,4622139196,,
742,49327857,2458152969,,
743,49327857,2464652174,,
744,49327857,2465367583,,
745,49327857,2465368359,,
746,49327857,2465446859,,
747,49327857,2465449779,,
748,49327857,2465481733,,
749,49327857,2465537521,,
750,49327857,2465786629,,
751,49327857,2465787384,,
752,49327857,2465787782,,
753,49327857,2465788261,,
754,49327857,2465796934,,
755,49327857,2465822696,,
756,49327857,2465839764,,
757,49327857,2465845393,,
758,49327857,2467089018,,
759,49327857,2547749321,,
760,49327857,2602801239,,
761,49327857,2602940593,,
762,49327857,2603010342,,
763,49327857,2662508498,,
764,49327857,2742699015,,
765,49327857,2801037097,,
766,49327857,2894156171,,
767,49327857,3077597324,,
768,49327857,3077707974,,
769,49327857,3113807920,,
770,49327857,3289417303,,
771,49327857,3363438233,,
772,49327857,3428317649,,
773,49327857,3697909354,,
774,49327857,3697991337,,
775,49327857,3890650964,,
776,49327857,4610737076,,
777,49327857,4611188479,,
778,49327857,4611283521,,
779,49327857,4611513783,,
780,49327857,4611621418,,
781,49327857,4611798927,,
782,49327857,4622137150,,
783,31548252,1457444194,,
784,31548252,1457444195,,
785,31548252,1457444196,,
786,31548252,1457444197,,
787,31548252,1457444198,,
788,31548252,1457444199,,
789,31548252,1457444200,,
790,31548252,1457444201,,
791,31548252,1457444202,,
792,31548252,1457444203,,
793,31548252,1457444204,,
794,31548252,1457444205,,
795,31548252,1457444206,,
796,31548252,1457444207,,
797,31548252,1457444208,,
798,31548252,1457444209,,
799,31548252,1457444210,,
800,31548252,1457444211,,
801,31548252,1457444212,,
802,31548252,1457444213,,
803,31548252,1457444214,,
804,31548252,1457444215,,
805,31548252,1457444216,,
806,31548252,1457444217,,
807,31548252,1457444218,,
808,31548252,1457444219,,
809,31548252,1457444220,,
810,31548252,1457444221,,
811,31548252,1457444222,,
812,31548252,1457444223,,
813,31548252,1457444224,,
814,31548252,1457444225,,
815,31548252,1457444226,,
816,31548252,1457444227,,
817,31548252,1457444228,,
818,31548252,1457444229,,
819,31548252,1457444230,,
820,31548252,1457444231,,
821,31548252,1457444232,,
822,31548252,1457444233,,
823,31548252,1457444234,,
824,31548252,1457444235,,
825,31548252,1457444236,,
826,31548252,1457444237,,
827,31548252,1457444238,,
828,31548252,1457444239,,
829,31548252,1457444240,,
830,31548252,1457444241,,
831,31548252,1457444242,,
832,31548252,1457444243,,
833,31548252,1457444244,,
834,31548252,1457444245,,
835,31548252,1457444246,,
836,31548252,1457444247,,
837,31548252,1457444248,,
838,31548252,1457444249,,
839,31548252,1457444250,,
840,31548252,1457444251,,
841,31548252,1457444252,,
842,31548252,1457444253,,
843,31548249,1449643804,,
844,31548249,1449643805,,
845,31548249,1449643806,,
846,31548249,1449643807,,
847,31548249,1449643808,,
848,31548249,1449643809,,
849,31548249,1449643810,,
850,31548249,1449643811,,
851,31548249,1449643812,,
852,31548249,1449643813,,
853,31548249,1449643814,,
854,31548249,1449643815,,
855,31548249,1457365980,,
856,31548249,1457365981,,
857,31548249,1457365982,,
858,31548249,1457365983,,
859,31548249,1457365984,,
860,31548249,1457365985,,
861,31548249,1457365986,,
862,31548249,1457365987,,
863,31548249,1457365988,,
864,31548249,1457365989,,
865,31548249,1457365990,,
866,31548249,1457365991,,
867,31548249,1457365992,,
868,31548249,1457365993,,
869,31548249,1457365994,,
870,31548249,1457365995,,
871,31548249,1457365996,,
872,31548249,1457365997,,
873,31548249,1457365998,,
874,31548249,1457365999,,
875,31548249,1457366000,,
876,31548249,1457366001,,
877,31548249,1457366002,,
878,31548249,1457366003,,
879,31548249,1457443399,,
880,31548249,1457443400,,
881,31548249,1457443401,,
882,31548249,1457443402,,
883,31548249,1457443403,,
884,31548249,1457443404,,
885,31548249,1457443405,,
886,31548249,1457443406,,
887,31548249,1457443407,,
888,31548249,1457443408,,
889,31548249,1457443409,,
890,31548249,1457443410,,
891,31548249,1457443411,,
892,31548249,1457443412,,
893,31548249,1457443413,,
894,31548249,1457443414,,
895,31548249,1457443415,,
896,31548249,1457443416,,
897,31548249,1457443417,,
898,31548249,1457443418,,
899,31548249,1457443419,,
900,31548249,1457443420,,
901,31548249,1457443421,,
902,31548249,1457443422,,
903,31548249,1703769400,,
904,31548249,1703769401,,
905,31548249,1703769402,,
906,31548249,1703769403,,
907,31548249,1703769404,,
908,31548249,1703769405,,
909,31548249,1703769406,,
910,31548249,1703769407,,
911,31548249,1703769408,,
912,31548249,1703769409,,
913,31548249,1703769410,,
914,31548249,1703769411,,
915,31548249,4246799790,,
916,31548249,2389029753,,
917,31548249,2389029754,,
918,31548249,2389029816,,
919,31548249,2389029817,,
920,31548249,2389030488,,
921,31548249,2389032627,,
922,31548249,2389033298,,
923,31548249,2389033299,,
924,31548249,2389033300,,
925,31548249,2389033301,,
926,31548249,2457863082,,
927,31548249,2389033303,,
928,31548249,2389033860,,
929,31548249,2389035280,,
930,31548249,2389035281,,
931,31548249,2389035282,,
932,31548249,2389037273,,
933,31548249,2389037274,,
934,31548249,2389041141,,
935,31548249,2389041142,,
936,31548249,2490881709,,
937,31548249,2389041143,,
938,31548249,2389041637,,
939,31548249,2465836689,,
940,31548249,2465844262,,
941,31548249,2467090731,,
942,31548249,2547757558,,
943,31548249,2602813157,,
944,31548249,2602949125,,
945,31548249,2603017443,,
946,31548249,2779490168,,
947,31548249,2779490204,,
948,31548249,2801039831,,
949,31548249,2894157783,,
950,31548249,3077604832,,
951,31548249,3077718520,,
952,31548249,3113808273,,
953,31548249,3187421412,,
954,31548249,3289418715,,
955,31548249,3363441956,,
956,31548249,3428320265,,
957,31548249,3697992491,,
958,31548249,3918021442,,
959,31548249,3912161166,,
960,31548249,3890652203,,
961,31548249,4608779845,,
962,31548249,4608900653,,
963,31548249,4609100332,,
964,31548249,4609146329,,
965,31548249,4610756465,,
966,31548249,4611213773,,
967,31548249,4611289251,,
968,31548249,4611517167,,
969,31548249,4611643876,,
970,31548249,4611808008,,
971,31548249,4622140515,,
972,31548251,1449641572,,
973,31548251,1449641573,,
974,31548251,1449641574,,
975,31548251,1449641575,,
976,31548251,1449641576,,
977,31548251,1449641577,,
978,31548251,1449641578,,
979,31548251,1449641579,,
980,31548251,1449641580,,
981,31548251,1449641581,,
982,31548251,1449641582,,
983,31548251,1449641584,,
984,31548251,1457370455,,
985,31548251,1457370456,,
986,31548251,1457370457,,
987,31548251,1457370458,,
988,31548251,1457370459,,
989,31548251,1457370460,,
990,31548251,1457370461,,
991,31548251,1457370462,,
992,31548251,1457370463,,
993,31548251,1457370464,,
994,31548251,1457370465,,
995,31548251,1457370466,,
996,31548251,1457370467,,
997,31548251,1457370468,,
998,31548251,1457370469,,
999,31548251,1457370470,,
1000,31548251,1457370471,,
1001,31548251,1457370472,,
1002,31548251,1457370473,,
1003,31548251,1457370474,,
1004,31548251,1457370475,,
1005,31548251,1457370476,,
1006,31548251,1457370477,,
1007,31548251,1457370478,,
1008,31548251,1457442428,,
1009,31548251,1457442429,,
1010,31548251,1457442430,,
1011,31548251,1457442431,,
1012,31548251,1457442432,,
1013,31548251,1457442433,,
1014,31548251,1457442434,,
1015,31548251,1457442435,,
1016,31548251,1457442436,,
1017,31548251,1457442437,,
1018,31548251,1457442438,,
1019,31548251,1457442439,,
1020,31548251,1457442440,,
1021,31548251,1457442441,,
1022,31548251,1457442442,,
1023,31548251,1457442443,,
1024,31548251,1457442444,,
1025,31548251,1457442445,,
1026,31548251,1457442446,,
1027,31548251,1457442447,,
1028,31548251,1457442448,,
1029,31548251,1457442449,,
1030,31548251,1457442450,,
1031,31548251,1457442451,,
1032,31548251,1703774378,,
1033,31548251,1703774379,,
1034,31548251,1703774380,,
1035,31548251,1703774381,,
1036,31548251,1703774382,,
1037,31548251,1703774383,,
1038,31548251,1703774384,,
1039,31548251,1703774385,,
1040,31548251,1703774386,,
1041,31548251,1703774387,,
1042,31548251,1703774388,,
1043,31548251,1703774389,,
1044,31548251,4246823782,,
1045,31548251,2457862093,,
1046,31548251,2418895829,,
1047,31548251,2418895830,,
1048,31548251,2418895831,,
1049,31548251,2418895832,,
1050,31548251,2418895833,,
1051,31548251,2418895834,,
1052,31548251,2418895835,,
1053,31548251,2418895836,,
1054,31548251,2418895837,,
1055,31548251,2418895838,,
1056,31548251,2418895839,,
1057,31548251,2418895840,,
1058,31548251,2465678876,,
1059,31548251,2465682067,,
1060,31548251,2465688558,,
1061,31548251,2465776761,,
1062,31548251,2465815421,,
1063,31548251,2465836730,,
1064,31548251,2467091431,,
1065,31548251,2467091154,,
1066,31548251,2547759601,,
